draw,policy_name,vaccine_uptake,vsly_factor,cost_factor,nmb
1,All Adults (18+),0.95,1.1,1.1,19404274.956327982
1,No Vaccination,0.95,1.1,1.1,12351602237.761532
2,JCVI Spring 2025 (75+ only),0.95,1.1,1.1,4918411476.501129
2,Universal (All Ages),0.95,1.1,1.1,820367112.3288875
2,All Adults (18+),0.95,1.1,1.1,21256015.036752183
2,No Vaccination,0.95,1.1,1.1,13523175443.320559
3,JCVI Spring 2025 (75+ only),0.95,1.1,1.1,5175473961.558749
3,Universal (All Ages),0.95,1.1,1.1,1447312288.8938816
3,All Adults (18+),0.95,1.1,1.1,22180607.911997512
3,No Vaccination,0.95,1.1,1.1,14226792118.705702
4,JCVI Spring 2025 (75+ only),0.95,1.1,1.1,4567041666.200583
4,Universal (All Ages),0.95,1.1,1.1,240667396.44848585
4,All Adults (18+),0.95,1.1,1.1,19644751.52879004
4,No Vaccination,0.95,1.1,1.1,12555503031.400953
5,JCVI Spring 2025 (75+ only),0.95,1.1,1.1,5135289835.345533
5,Universal (All Ages),0.95,1.1,1.1,938109924.2642648
5,All Adults (18+),0.95,1.1,1.1,22018487.85059076
5,No Vaccination,0.95,1.1,1.1,14116502633.9515
6,JCVI Spring 2025 (75+ only),0.95,1.1,1.1,6064995060.492657
6,Universal (All Ages),0.95,1.1,1.1,1294943717.046869
6,All Adults (18+),0.95,1.1,1.1,25876263.779303737
6,No Vaccination,0.95,1.1,1.1,16669997683.97819
7,JCVI Spring 2025 (75+ only),0.95,1.1,1.1,5336450833.519616
7,Universal (All Ages),0.95,1.1,1.1,1251596124.1716938
7,All Adults (18+),0.95,1.1,1.1,22839987.651236847
7,No Vaccination,0.95,1.1,1.1,14668779037.580267
8,JCVI Spring 2025 (75+ only),0.95,1.1,1.1,4717929882.674561
8,Universal (All Ages),0.95,1.1,1.1,1117356399.1568503
8,All Adults (18+),0.95,1.1,1.1,20216727.23775786
8,No Vaccination,0.95,1.1,1.1,12969004486.61854
9,JCVI Spring 2025 (75+ only),0.95,1.1,1.1,4447190945.265073
9,Universal (All Ages),0.95,1.1,1.1,1209838602.6477706
9,All Adults (18+),0.95,1.1,1.1,19161087.30352658
9,No Vaccination,0.95,1.1,1.1,12226558050.793072
10,JCVI Spring 2025 (75+ only),0.95,1.1,1.1,4973149776.003534
10,Universal (All Ages),0.95,1.1,1.1,1298273594.484882
10,All Adults (18+),0.95,1.1,1.1,21458224.26984421
10,No Vaccination,0.95,1.1,1.1,13673092806.9073
1,JCVI Spring 2025 (75+ only),0.8,1.6,1.1,6518007678.817552
1,Universal (All Ages),0.8,1.6,1.1,4341490687.547594
1,All Adults (18+),0.8,1.6,1.1,21447507.80714475
1,No Vaccination,0.8,1.6,1.1,17927292923.408806
2,JCVI Spring 2025 (75+ only),0.8,1.6,1.1,7135973585.965984
2,Universal (All Ages),0.8,1.6,1.1,4781132645.347866
2,All Adults (18+),0.8,1.6,1.1,23492842.391667087
2,No Vaccination,0.8,1.6,1.1,19627157886.248943
3,JCVI Spring 2025 (75+ only),0.8,1.6,1.1,7511786853.593972
3,Universal (All Ages),0.8,1.6,1.1,5524877547.407167
3,All Adults (18+),0.8,1.6,1.1,24537217.706257507
3,No Vaccination,0.8,1.6,1.1,20657643734.22671
4,JCVI Spring 2025 (75+ only),0.8,1.6,1.1,6627599658.217064
4,Universal (All Ages),0.8,1.6,1.1,4001755273.893106
4,All Adults (18+),0.8,1.6,1.1,21723210.780622795
4,No Vaccination,0.8,1.6,1.1,18227321535.25319
5,JCVI Spring 2025 (75+ only),0.8,1.6,1.1,7453308429.7150135
5,Universal (All Ages),0.8,1.6,1.1,5062532710.521653
5,All Adults (18+),0.8,1.6,1.1,24356644.414033443
5,No Vaccination,0.8,1.6,1.1,20496998017.60834
6,JCVI Spring 2025 (75+ only),0.8,1.6,1.1,8804637925.3043
6,Universal (All Ages),0.8,1.6,1.1,6137922396.315146
6,All Adults (18+),0.8,1.6,1.1,28639707.507239252
6,No Vaccination,0.8,1.6,1.1,24211041010.4895
7,JCVI Spring 2025 (75+ only),0.8,1.6,1.1,7745898537.270356
7,Universal (All Ages),0.8,1.6,1.1,5494328846.685842
7,All Adults (18+),0.8,1.6,1.1,25270367.621648207
7,No Vaccination,0.8,1.6,1.1,21300938929.77729
8,JCVI Spring 2025 (75+ only),0.8,1.6,1.1,6847743701.562725
8,Universal (All Ages),0.8,1.6,1.1,4866367092.773033
8,All Adults (18+),0.8,1.6,1.1,22365043.981911864
8,No Vaccination,0.8,1.6,1.1,18831454111.68761
9,JCVI Spring 2025 (75+ only),0.8,1.6,1.1,6453187543.558323
9,Universal (All Ages),0.8,1.6,1.1,4717858058.953308
9,All Adults (18+),0.8,1.6,1.1,21184511.155231643
9,No Vaccination,0.8,1.6,1.1,17748192806.49826
10,JCVI Spring 2025 (75+ only),0.8,1.6,1.1,7215916942.185481
10,Universal (All Ages),0.8,1.6,1.1,5229472788.703156
10,All Adults (18+),0.8,1.6,1.1,23720475.65239123
10,No Vaccination,0.8,1.6,1.1,19846453790.8098
1,JCVI Spring 2025 (75+ only),0.9,1.6,1.1,6518007678.817552
1,Universal (All Ages),0.9,1.6,1.1,2643265408.064943
1,All Adults (18+),0.9,1.6,1.1,21447507.80714475
1,No Vaccination,0.9,1.6,1.1,17927292923.408806
2,JCVI Spring 2025 (75+ only),0.9,1.6,1.1,7135973585.965984
2,Universal (All Ages),0.9,1.6,1.1,2925379490.23523
2,All Adults (18+),0.9,1.6,1.1,23492842.391667087
2,No Vaccination,0.9,1.6,1.1,19627157886.248943
3,JCVI Spring 2025 (75+ only),0.9,1.6,1.1,7511786853.593972
3,Universal (All Ages),0.9,1.6,1.1,3633281774.0547256
3,All Adults (18+),0.9,1.6,1.1,24537217.706257507
3,No Vaccination,0.9,1.6,1.1,20657643734.22671
4,JCVI Spring 2025 (75+ only),0.9,1.6,1.1,6627599658.217064
4,Universal (All Ages),0.9,1.6,1.1,2223559491.223096
4,All Adults (18+),0.9,1.6,1.1,21723210.780622795
4,No Vaccination,0.9,1.6,1.1,18227321535.25319
5,JCVI Spring 2025 (75+ only),0.9,1.6,1.1,7453308429.7150135
5,Universal (All Ages),0.9,1.6,1.1,3133224547.135817
5,All Adults (18+),0.9,1.6,1.1,24356644.414033443
5,No Vaccination,0.9,1.6,1.1,20496998017.60834
6,JCVI Spring 2025 (75+ only),0.9,1.6,1.1,8804637925.3043
6,Universal (All Ages),0.9,1.6,1.1,3878782569.543352
6,All Adults (18+),0.9,1.6,1.1,28639707.507239252
6,No Vaccination,0.9,1.6,1.1,24211041010.4895
7,JCVI Spring 2025 (75+ only),0.9,1.6,1.1,7745898537.270356
7,Universal (All Ages),0.9,1.6,1.1,3518502586.299412
7,All Adults (18+),0.9,1.6,1.1,25270367.621648207
7,No Vaccination,0.9,1.6,1.1,21300938929.77729
8,JCVI Spring 2025 (75+ only),0.9,1.6,1.1,6847743701.562725
8,Universal (All Ages),0.9,1.6,1.1,3120731215.4087114
8,All Adults (18+),0.9,1.6,1.1,22365043.981911864
8,No Vaccination,0.9,1.6,1.1,18831454111.68761
9,JCVI Spring 2025 (75+ only),0.9,1.6,1.1,6453187543.558323
9,Universal (All Ages),0.9,1.6,1.1,3089066215.510189
9,All Adults (18+),0.9,1.6,1.1,21184511.155231643
9,No Vaccination,0.9,1.6,1.1,17748192806.49826
10,JCVI Spring 2025 (75+ only),0.9,1.6,1.1,7215916942.185481
10,Universal (All Ages),0.9,1.6,1.1,3402350163.439827
10,All Adults (18+),0.9,1.6,1.1,23720475.65239123
10,No Vaccination,0.9,1.6,1.1,19846453790.8098
1,JCVI Spring 2025 (75+ only),0.95,1.6,1.1,6518007678.817552
1,Universal (All Ages),0.95,1.6,1.1,1794152768.323618
1,All Adults (18+),0.95,1.6,1.1,21447507.80714475
1,No Vaccination,0.95,1.6,1.1,17927292923.408806
2,JCVI Spring 2025 (75+ only),0.95,1.6,1.1,7135973585.965984
2,Universal (All Ages),0.95,1.6,1.1,1997502912.6789145
2,All Adults (18+),0.95,1.6,1.1,23492842.391667087
2,No Vaccination,0.95,1.6,1.1,19627157886.248943
3,JCVI Spring 2025 (75+ only),0.95,1.6,1.1,7511786853.593972
3,Universal (All Ages),0.95,1.6,1.1,2687483887.3785067
3,All Adults (18+),0.95,1.6,1.1,24537217.706257507
3,No Vaccination,0.95,1.6,1.1,20657643734.22671
4,JCVI Spring 2025 (75+ only),0.95,1.6,1.1,6627599658.217064
4,Universal (All Ages),0.95,1.6,1.1,1334461599.888092
4,All Adults (18+),0.95,1.6,1.1,21723210.780622795
4,No Vaccination,0.95,1.6,1.1,18227321535.25319
5,JCVI Spring 2025 (75+ only),0.95,1.6,1.1,7453308429.7150135
5,Universal (All Ages),0.95,1.6,1.1,2168570465.4428997
5,All Adults (18+),0.95,1.6,1.1,24356644.414033443
5,No Vaccination,0.95,1.6,1.1,20496998017.60834
6,JCVI Spring 2025 (75+ only),0.95,1.6,1.1,8804637925.3043
6,Universal (All Ages),0.95,1.6,1.1,2749212656.1574564
6,All Adults (18+),0.95,1.6,1.1,28639707.507239252
6,No Vaccination,0.95,1.6,1.1,24211041010.4895
7,JCVI Spring 2025 (75+ only),0.95,1.6,1.1,7745898537.270356
7,Universal (All Ages),0.95,1.6,1.1,2530589456.106198
7,All Adults (18+),0.95,1.6,1.1,25270367.621648207
7,No Vaccination,0.95,1.6,1.1,21300938929.77729
8,JCVI Spring 2025 (75+ only),0.95,1.6,1.1,6847743701.562725
8,Universal (All Ages),0.95,1.6,1.1,2247913276.7265515
8,All Adults (18+),0.95,1.6,1.1,22365043.981911864
8,No Vaccination,0.95,1.6,1.1,18831454111.68761
9,JCVI Spring 2025 (75+ only),0.95,1.6,1.1,6453187543.558323
9,Universal (All Ages),0.95,1.6,1.1,2274670293.7886314
9,All Adults (18+),0.95,1.6,1.1,21184511.155231643
9,No Vaccination,0.95,1.6,1.1,17748192806.49826
10,JCVI Spring 2025 (75+ only),0.95,1.6,1.1,7215916942.185481
10,Universal (All Ages),0.95,1.6,1.1,2488788850.8081627
10,All Adults (18+),0.95,1.6,1.1,23720475.65239123
10,No Vaccination,0.95,1.6,1.1,19846453790.8098
1,JCVI Spring 2025 (75+ only),0.8,0.1,1.6,441102716.7569079
1,Universal (All Ages),0.8,0.1,1.6,-1663671111.489662
1,All Adults (18+),0.8,0.1,1.6,15317809.254694453
1,No Vaccination,0.8,0.1,1.6,1200220866.4669795
2,JCVI Spring 2025 (75+ only),0.8,0.1,1.6,483287257.57141834
2,Universal (All Ages),0.8,0.1,1.6,-1780457913.3887477
2,All Adults (18+),0.8,0.1,1.6,16782360.32692238
2,No Vaccination,0.8,0.1,1.6,1315210557.4637864
3,JCVI Spring 2025 (75+ only),0.8,0.1,1.6,502848177.4883032
3,Universal (All Ages),0.8,0.1,1.6,-1161480549.9458203
3,All Adults (18+),0.8,0.1,1.6,17467388.32347752
3,No Vaccination,0.8,0.1,1.6,1365088887.663687
4,JCVI Spring 2025 (75+ only),0.8,0.1,1.6,445925682.1676208
4,Universal (All Ages),0.8,0.1,1.6,-2293221246.5315638
4,All Adults (18+),0.8,0.1,1.6,15487833.025124533
4,No Vaccination,0.8,0.1,1.6,1211866023.6964765
5,JCVI Spring 2025 (75+ only),0.8,0.1,1.6,499252646.60657346
5,Universal (All Ages),0.8,0.1,1.6,-1762226756.1513238
5,All Adults (18+),0.8,0.1,1.6,17342174.723705407
5,No Vaccination,0.8,0.1,1.6,1355511866.6378138
6,JCVI Spring 2025 (75+ only),0.8,0.1,1.6,585709330.8693682
6,Universal (All Ages),0.8,0.1,1.6,-1854547540.4772742
6,All Adults (18+),0.8,0.1,1.6,20349376.3234327
6,No Vaccination,0.8,0.1,1.6,1587911030.9555619
7,JCVI Spring 2025 (75+ only),0.8,0.1,1.6,517555426.0181341
7,Universal (All Ages),0.8,0.1,1.6,-1493029826.2391245
7,All Adults (18+),0.8,0.1,1.6,17979227.71041412
7,No Vaccination,0.8,0.1,1.6,1404459253.1862254
8,JCVI Spring 2025 (75+ only),0.8,0.1,1.6,458302244.8982313
8,Universal (All Ages),0.8,0.1,1.6,-1306283776.1669004
8,All Adults (18+),0.8,0.1,1.6,15920093.749449857
8,No Vaccination,0.8,0.1,1.6,1244105236.4804046
9,JCVI Spring 2025 (75+ only),0.8,0.1,1.6,435197748.67857337
9,Universal (All Ages),0.8,0.1,1.6,-1037608557.8990264
9,All Adults (18+),0.8,0.1,1.6,15114239.600116456
9,No Vaccination,0.8,0.1,1.6,1183288539.3826919
10,JCVI Spring 2025 (75+ only),0.8,0.1,1.6,487615443.6396387
10,Universal (All Ages),0.8,0.1,1.6,-1226701227.5923898
10,All Adults (18+),0.8,0.1,1.6,16933721.50475017
10,No Vaccination,0.8,0.1,1.6,1326370839.1023107
1,JCVI Spring 2025 (75+ only),0.9,0.1,1.6,441102716.7569079
1,Universal (All Ages),0.9,0.1,1.6,-2021657608.734242
1,All Adults (18+),0.9,0.1,1.6,15317809.254694453
1,No Vaccination,0.9,0.1,1.6,1200220866.4669795
2,JCVI Spring 2025 (75+ only),0.9,0.1,1.6,483287257.57141834
2,Universal (All Ages),0.9,0.1,1.6,-2167416472.2453146
2,All Adults (18+),0.9,0.1,1.6,16782360.32692238
2,No Vaccination,0.9,0.1,1.6,1315210557.4637864
3,JCVI Spring 2025 (75+ only),0.9,0.1,1.6,502848177.4883032
3,Universal (All Ages),0.9,0.1,1.6,-1477301729.6470084
3,All Adults (18+),0.9,0.1,1.6,17467388.32347752
3,No Vaccination,0.9,0.1,1.6,1365088887.663687
4,JCVI Spring 2025 (75+ only),0.9,0.1,1.6,445925682.1676208
4,Universal (All Ages),0.9,0.1,1.6,-2731357155.310068
4,All Adults (18+),0.9,0.1,1.6,15487833.025124533
4,No Vaccination,0.9,0.1,1.6,1211866023.6964765
5,JCVI Spring 2025 (75+ only),0.9,0.1,1.6,499252646.60657346
5,Universal (All Ages),0.9,0.1,1.6,-2151944083.9999657
5,All Adults (18+),0.9,0.1,1.6,17342174.723705407
5,No Vaccination,0.9,0.1,1.6,1355511866.6378138
6,JCVI Spring 2025 (75+ only),0.9,0.1,1.6,585709330.8693682
6,Universal (All Ages),0.9,0.1,1.6,-2284854861.9063783
6,All Adults (18+),0.9,0.1,1.6,20349376.3234327
6,No Vaccination,0.9,0.1,1.6,1587911030.9555619
7,JCVI Spring 2025 (75+ only),0.9,0.1,1.6,517555426.0181341
7,Universal (All Ages),0.9,0.1,1.6,-1855215961.167293
7,All Adults (18+),0.9,0.1,1.6,17979227.71041412
7,No Vaccination,0.9,0.1,1.6,1404459253.1862254
8,JCVI Spring 2025 (75+ only),0.9,0.1,1.6,458302244.8982313
8,Universal (All Ages),0.9,0.1,1.6,-1625082402.7478137
8,All Adults (18+),0.9,0.1,1.6,15920093.749449857
8,No Vaccination,0.9,0.1,1.6,1244105236.4804046
9,JCVI Spring 2025 (75+ only),0.9,0.1,1.6,435197748.67857337
9,Universal (All Ages),0.9,0.1,1.6,-1315220695.0592413
9,All Adults (18+),0.9,0.1,1.6,15114239.600116456
9,No Vaccination,0.9,0.1,1.6,1183288539.3826919
10,JCVI Spring 2025 (75+ only),0.9,0.1,1.6,487615443.6396387
10,Universal (All Ages),0.9,0.1,1.6,-1545835235.9292274
10,All Adults (18+),0.9,0.1,1.6,16933721.50475017
10,No Vaccination,0.9,0.1,1.6,1326370839.1023107
1,JCVI Spring 2025 (75+ only),0.95,0.1,1.6,441102716.7569079
1,Universal (All Ages),0.95,0.1,1.6,-2200650857.3565316
1,All Adults (18+),0.95,0.1,1.6,15317809.254694453
1,No Vaccination,0.95,0.1,1.6,1200220866.4669795
2,JCVI Spring 2025 (75+ only),0.95,0.1,1.6,483287257.57141834
2,Universal (All Ages),0.95,0.1,1.6,-2360895751.673598
2,All Adults (18+),0.95,0.1,1.6,16782360.32692238
2,No Vaccination,0.95,0.1,1.6,1315210557.4637864
3,JCVI Spring 2025 (75+ only),0.95,0.1,1.6,502848177.4883032
3,Universal (All Ages),0.95,0.1,1.6,-1635212319.4976025
3,All Adults (18+),0.95,0.1,1.6,17467388.32347752
3,No Vaccination,0.95,0.1,1.6,1365088887.663687
4,JCVI Spring 2025 (75+ only),0.95,0.1,1.6,445925682.1676208
4,Universal (All Ages),0.95,0.1,1.6,-2950425109.699321
4,All Adults (18+),0.95,0.1,1.6,15487833.025124533
4,No Vaccination,0.95,0.1,1.6,1211866023.6964765
5,JCVI Spring 2025 (75+ only),0.95,0.1,1.6,499252646.60657346
5,Universal (All Ages),0.95,0.1,1.6,-2346802747.924287
5,All Adults (18+),0.95,0.1,1.6,17342174.723705407
5,No Vaccination,0.95,0.1,1.6,1355511866.6378138
6,JCVI Spring 2025 (75+ only),0.95,0.1,1.6,585709330.8693682
6,Universal (All Ages),0.95,0.1,1.6,-2500008522.62093
6,All Adults (18+),0.95,0.1,1.6,20349376.3234327
6,No Vaccination,0.95,0.1,1.6,1587911030.9555619
7,JCVI Spring 2025 (75+ only),0.95,0.1,1.6,517555426.0181341
7,Universal (All Ages),0.95,0.1,1.6,-2036309028.6313772
7,All Adults (18+),0.95,0.1,1.6,17979227.71041412
7,No Vaccination,0.95,0.1,1.6,1404459253.1862254
8,JCVI Spring 2025 (75+ only),0.95,0.1,1.6,458302244.8982313
8,Universal (All Ages),0.95,0.1,1.6,-1784481716.03827
8,All Adults (18+),0.95,0.1,1.6,15920093.749449857
8,No Vaccination,0.95,0.1,1.6,1244105236.4804046
9,JCVI Spring 2025 (75+ only),0.95,0.1,1.6,435197748.67857337
9,Universal (All Ages),0.95,0.1,1.6,-1454026763.6393483
9,All Adults (18+),0.95,0.1,1.6,15114239.600116456
9,No Vaccination,0.95,0.1,1.6,1183288539.3826919
10,JCVI Spring 2025 (75+ only),0.95,0.1,1.6,487615443.6396387
10,Universal (All Ages),0.95,0.1,1.6,-1705402240.0976458
10,All Adults (18+),0.95,0.1,1.6,16933721.50475017
10,No Vaccination,0.95,0.1,1.6,1326370839.1023107
1,JCVI Spring 2025 (75+ only),0.8,0.6,1.6,2466737704.1104555
1,Universal (All Ages),0.8,0.6,1.6,122180028.17060423
1,All Adults (18+),0.8,0.6,1.6,17361042.10551122
1,No Vaccination,0.8,0.6,1.6,6775911552.114255
2,JCVI Spring 2025 (75+ only),0.8,0.6,1.6,2700849367.036274
2,Universal (All Ages),0.8,0.6,1.6,174601041.05259848
2,All Adults (18+),0.8,0.6,1.6,19019187.681837283
2,No Vaccination,0.8,0.6,1.6,7419193000.392172
3,JCVI Spring 2025 (75+ only),0.8,0.6,1.6,2839161069.5235257
3,Universal (All Ages),0.8,0.6,1.6,898272103.8603389
3,All Adults (18+),0.8,0.6,1.6,19823998.117737517
3,No Vaccination,0.8,0.6,1.6,7795940503.184694
4,JCVI Spring 2025 (75+ only),0.8,0.6,1.6,2506483674.184102
4,Universal (All Ages),0.8,0.6,1.6,-476581100.92154217
4,All Adults (18+),0.8,0.6,1.6,17566292.27695729
4,No Vaccination,0.8,0.6,1.6,6883684527.548715
5,JCVI Spring 2025 (75+ only),0.8,0.6,1.6,2817271240.9760532
5,Universal (All Ages),0.8,0.6,1.6,281397181.20808077
5,All Adults (18+),0.8,0.6,1.6,19680331.287148084
5,No Vaccination,0.8,0.6,1.6,7736007250.294657
6,JCVI Spring 2025 (75+ only),0.8,0.6,1.6,3325352195.681012
6,Universal (All Ages),0.8,0.6,1.6,560791038.7492185
6,All Adults (18+),0.8,0.6,1.6,23112820.051368214
6,No Vaccination,0.8,0.6,1.6,9128954357.466875
7,JCVI Spring 2025 (75+ only),0.8,0.6,1.6,2927003129.768875
7,Universal (All Ages),0.8,0.6,1.6,631200330.9999866
7,All Adults (18+),0.8,0.6,1.6,20409607.680825483
7,No Vaccination,0.8,0.6,1.6,8036619145.383246
8,JCVI Spring 2025 (75+ only),0.8,0.6,1.6,2588116063.7863965
8,Universal (All Ages),0.8,0.6,1.6,571414061.5342796
8,All Adults (18+),0.8,0.6,1.6,18068410.49360386
8,No Vaccination,0.8,0.6,1.6,7106554861.549473
9,JCVI Spring 2025 (75+ only),0.8,0.6,1.6,2441194346.971823
9,Universal (All Ages),0.8,0.6,1.6,730928880.278307
9,All Adults (18+),0.8,0.6,1.6,17137663.451821517
9,No Vaccination,0.8,0.6,1.6,6704923295.087882
10,JCVI Spring 2025 (75+ only),0.8,0.6,1.6,2730382609.821586
10,Universal (All Ages),0.8,0.6,1.6,750579143.6118197
10,All Adults (18+),0.8,0.6,1.6,19195972.88729719
10,No Vaccination,0.8,0.6,1.6,7499731823.0048065
1,JCVI Spring 2025 (75+ only),0.9,0.6,1.6,2466737704.1104555
1,Universal (All Ages),0.9,0.6,1.6,-709536412.3223512
1,All Adults (18+),0.9,0.6,1.6,17361042.10551122
1,No Vaccination,0.9,0.6,1.6,6775911552.114255
2,JCVI Spring 2025 (75+ only),0.9,0.6,1.6,2700849367.036274
2,Universal (All Ages),0.9,0.6,1.6,-730972953.8648481
2,All Adults (18+),0.9,0.6,1.6,19019187.681837283
2,No Vaccination,0.9,0.6,1.6,7419193000.392172
3,JCVI Spring 2025 (75+ only),0.9,0.6,1.6,2839161069.5235257
3,Universal (All Ages),0.9,0.6,1.6,36063553.94479513
3,All Adults (18+),0.9,0.6,1.6,19823998.117737517
3,No Vaccination,0.9,0.6,1.6,7795940503.184694
4,JCVI Spring 2025 (75+ only),0.9,0.6,1.6,2506483674.184102
4,Universal (All Ages),0.9,0.6,1.6,-1396614304.4803236
4,All Adults (18+),0.9,0.6,1.6,17566292.27695729
4,No Vaccination,0.9,0.6,1.6,6883684527.548715
5,JCVI Spring 2025 (75+ only),0.9,0.6,1.6,2817271240.9760532
5,Universal (All Ages),0.9,0.6,1.6,-650429077.427741
5,All Adults (18+),0.9,0.6,1.6,19680331.287148084
5,No Vaccination,0.9,0.6,1.6,7736007250.294657
6,JCVI Spring 2025 (75+ only),0.9,0.6,1.6,3325352195.681012
6,Universal (All Ages),0.9,0.6,1.6,-510229376.09048843
6,All Adults (18+),0.9,0.6,1.6,23112820.051368214
6,No Vaccination,0.9,0.6,1.6,9128954357.466875
7,JCVI Spring 2025 (75+ only),0.9,0.6,1.6,2927003129.768875
7,Universal (All Ages),0.9,0.6,1.6,-294477020.7979207
7,All Adults (18+),0.9,0.6,1.6,20409607.680825483
7,No Vaccination,0.9,0.6,1.6,8036619145.383246
8,JCVI Spring 2025 (75+ only),0.9,0.6,1.6,2588116063.7863965
8,Universal (All Ages),0.9,0.6,1.6,-245478538.46761966
8,All Adults (18+),0.9,0.6,1.6,18068410.49360386
8,No Vaccination,0.9,0.6,1.6,7106554861.549473
9,JCVI Spring 2025 (75+ only),0.9,0.6,1.6,2441194346.971823
9,Universal (All Ages),0.9,0.6,1.6,-15820421.572890043
9,All Adults (18+),0.9,0.6,1.6,17137663.451821517
9,No Vaccination,0.9,0.6,1.6,6704923295.087882
10,JCVI Spring 2025 (75+ only),0.9,0.6,1.6,2730382609.821586
10,Universal (All Ages),0.9,0.6,1.6,-93064941.31230378
10,All Adults (18+),0.9,0.6,1.6,19195972.88729719
10,No Vaccination,0.9,0.6,1.6,7499731823.0048065
1,JCVI Spring 2025 (75+ only),0.95,0.6,1.6,2466737704.1104555
1,Universal (All Ages),0.95,0.6,1.6,-1125394632.5688288
1,All Adults (18+),0.95,0.6,1.6,17361042.10551122
1,No Vaccination,0.95,0.6,1.6,6775911552.114255
2,JCVI Spring 2025 (75+ only),0.95,0.6,1.6,2700849367.036274
2,Universal (All Ages),0.95,0.6,1.6,-1183759951.323571
2,All Adults (18+),0.95,0.6,1.6,19019187.681837283
2,No Vaccination,0.95,0.6,1.6,7419193000.392172
3,JCVI Spring 2025 (75+ only),0.95,0.6,1.6,2839161069.5235257
3,Universal (All Ages),0.95,0.6,1.6,-395040721.0129769
3,All Adults (18+),0.95,0.6,1.6,19823998.117737517
3,No Vaccination,0.95,0.6,1.6,7795940503.184694
4,JCVI Spring 2025 (75+ only),0.95,0.6,1.6,2506483674.184102
4,Universal (All Ages),0.95,0.6,1.6,-1856630906.2597146
4,All Adults (18+),0.95,0.6,1.6,17566292.27695729
4,No Vaccination,0.95,0.6,1.6,6883684527.548715
5,JCVI Spring 2025 (75+ only),0.95,0.6,1.6,2817271240.9760532
5,Universal (All Ages),0.95,0.6,1.6,-1116342206.7456517
5,All Adults (18+),0.95,0.6,1.6,19680331.287148084
5,No Vaccination,0.95,0.6,1.6,7736007250.294657
6,JCVI Spring 2025 (75+ only),0.95,0.6,1.6,3325352195.681012
6,Universal (All Ages),0.95,0.6,1.6,-1045739583.5103412
6,All Adults (18+),0.95,0.6,1.6,23112820.051368214
6,No Vaccination,0.95,0.6,1.6,9128954357.466875
7,JCVI Spring 2025 (75+ only),0.95,0.6,1.6,2927003129.768875
7,Universal (All Ages),0.95,0.6,1.6,-757315696.6968732
7,All Adults (18+),0.95,0.6,1.6,20409607.680825483
7,No Vaccination,0.95,0.6,1.6,8036619145.383246
8,JCVI Spring 2025 (75+ only),0.95,0.6,1.6,2588116063.7863965
8,Universal (All Ages),0.95,0.6,1.6,-653924838.4685686
8,All Adults (18+),0.95,0.6,1.6,18068410.49360386
8,No Vaccination,0.95,0.6,1.6,7106554861.549473
9,JCVI Spring 2025 (75+ only),0.95,0.6,1.6,2441194346.971823
9,Universal (All Ages),0.95,0.6,1.6,-389195072.49848795
9,All Adults (18+),0.95,0.6,1.6,17137663.451821517
9,No Vaccination,0.95,0.6,1.6,6704923295.087882
10,JCVI Spring 2025 (75+ only),0.95,0.6,1.6,2730382609.821586
10,Universal (All Ages),0.95,0.6,1.6,-514886983.77436495
10,All Adults (18+),0.95,0.6,1.6,19195972.88729719
10,No Vaccination,0.95,0.6,1.6,7499731823.0048065
1,JCVI Spring 2025 (75+ only),0.8,1.1,1.6,4492372691.4640045
1,Universal (All Ages),0.8,1.1,1.6,1908031167.830871
1,All Adults (18+),0.8,1.1,1.6,19404274.956327982
1,No Vaccination,0.8,1.1,1.6,12351602237.761532
2,JCVI Spring 2025 (75+ only),0.8,1.1,1.6,4918411476.501129
2,Universal (All Ages),0.8,1.1,1.6,2129659995.4939456
2,All Adults (18+),0.8,1.1,1.6,21256015.036752183
2,No Vaccination,0.8,1.1,1.6,13523175443.320559
3,JCVI Spring 2025 (75+ only),0.8,1.1,1.6,5175473961.558749
3,Universal (All Ages),0.8,1.1,1.6,2958024757.666498
3,All Adults (18+),0.8,1.1,1.6,22180607.911997512
3,No Vaccination,0.8,1.1,1.6,14226792118.705702
4,JCVI Spring 2025 (75+ only),0.8,1.1,1.6,4567041666.200583
4,Universal (All Ages),0.8,1.1,1.6,1340059044.68848
4,All Adults (18+),0.8,1.1,1.6,19644751.52879004
4,No Vaccination,0.8,1.1,1.6,12555503031.400953
5,JCVI Spring 2025 (75+ only),0.8,1.1,1.6,5135289835.345533
5,Universal (All Ages),0.8,1.1,1.6,2325021118.5674853
5,All Adults (18+),0.8,1.1,1.6,22018487.85059076
5,No Vaccination,0.8,1.1,1.6,14116502633.9515
6,JCVI Spring 2025 (75+ only),0.8,1.1,1.6,6064995060.492657
6,Universal (All Ages),0.8,1.1,1.6,2976129617.9757113
6,All Adults (18+),0.8,1.1,1.6,25876263.779303737
6,No Vaccination,0.8,1.1,1.6,16669997683.97819
7,JCVI Spring 2025 (75+ only),0.8,1.1,1.6,5336450833.519616
7,Universal (All Ages),0.8,1.1,1.6,2755430488.2390985
7,All Adults (18+),0.8,1.1,1.6,22839987.651236847
7,No Vaccination,0.8,1.1,1.6,14668779037.580267
8,JCVI Spring 2025 (75+ only),0.8,1.1,1.6,4717929882.674561
8,Universal (All Ages),0.8,1.1,1.6,2449111899.2354593
