policy_name,vaccine_uptake,infection_rate,vaccine_efficacy,vsly_factor,cost_factor,nmb
Universal (All Ages),0.8,0.0361,central,1,0.2,3649998157.2275496
All Adults (18+),0.8,0.0361,central,1,0.2,20463990.258466307
No Vaccination,0.8,0.0361,central,1,0.2,12169605542.953825
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1,0.2,4427379764.206361
Universal (All Ages),0.9,0.0361,central,1,0.2,2585047234.011765
All Adults (18+),0.9,0.0361,central,1,0.2,20463990.258466307
No Vaccination,0.9,0.0361,central,1,0.2,12169605542.953825
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1,0.2,4427379764.206361
Universal (All Ages),0.95,0.0361,central,1,0.2,2052571772.4038734
All Adults (18+),0.95,0.0361,central,1,0.2,20463990.258466307
No Vaccination,0.95,0.0361,central,1,0.2,12169605542.953825
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.1,0.2,4866602862.808617
Universal (All Ages),0.8,0.0361,central,1.1,0.2,4037228372.0002213
All Adults (18+),0.8,0.0361,central,1.1,0.2,20907029.142324716
No Vaccination,0.8,0.0361,central,1.1,0.2,13378595393.093246
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.1,0.2,4866602862.808617
Universal (All Ages),0.9,0.0361,central,1.1,0.2,2869557494.3635936
All Adults (18+),0.9,0.0361,central,1.1,0.2,20907029.142324716
No Vaccination,0.9,0.0361,central,1.1,0.2,13378595393.093246
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.1,0.2,4866602862.808617
Universal (All Ages),0.95,0.0361,central,1.1,0.2,2285722055.54528
All Adults (18+),0.95,0.0361,central,1.1,0.2,20907029.142324716
No Vaccination,0.95,0.0361,central,1.1,0.2,13378595393.093246
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.2000000000000002,0.2,5305825961.410873
Universal (All Ages),0.8,0.0361,central,1.2000000000000002,0.2,4424458586.772894
All Adults (18+),0.8,0.0361,central,1.2000000000000002,0.2,21350068.02618313
No Vaccination,0.8,0.0361,central,1.2000000000000002,0.2,14587585243.232668
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.2000000000000002,0.2,5305825961.410873
Universal (All Ages),0.9,0.0361,central,1.2000000000000002,0.2,3154067754.7154217
All Adults (18+),0.9,0.0361,central,1.2000000000000002,0.2,21350068.02618313
No Vaccination,0.9,0.0361,central,1.2000000000000002,0.2,14587585243.232668
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.2000000000000002,0.2,5305825961.410873
Universal (All Ages),0.95,0.0361,central,1.2000000000000002,0.2,2518872338.6866865
All Adults (18+),0.95,0.0361,central,1.2000000000000002,0.2,21350068.02618313
No Vaccination,0.95,0.0361,central,1.2000000000000002,0.2,14587585243.232668
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.3000000000000003,0.2,5745049060.01313
Universal (All Ages),0.8,0.0361,central,1.3000000000000003,0.2,4811688801.545566
All Adults (18+),0.8,0.0361,central,1.3000000000000003,0.2,21793106.91004154
No Vaccination,0.8,0.0361,central,1.3000000000000003,0.2,15796575093.37209
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.3000000000000003,0.2,5745049060.01313
Universal (All Ages),0.9,0.0361,central,1.3000000000000003,0.2,3438578015.0672503
All Adults (18+),0.9,0.0361,central,1.3000000000000003,0.2,21793106.91004154
No Vaccination,0.9,0.0361,central,1.3000000000000003,0.2,15796575093.37209
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.3000000000000003,0.2,5745049060.01313
Universal (All Ages),0.95,0.0361,central,1.3000000000000003,0.2,2752022621.828093
All Adults (18+),0.95,0.0361,central,1.3000000000000003,0.2,21793106.91004154
No Vaccination,0.95,0.0361,central,1.3000000000000003,0.2,15796575093.37209
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.4000000000000001,0.2,6184272158.615386
Universal (All Ages),0.8,0.0361,central,1.4000000000000001,0.2,5198919016.318237
All Adults (18+),0.8,0.0361,central,1.4000000000000001,0.2,22236145.79389995
No Vaccination,0.8,0.0361,central,1.4000000000000001,0.2,17005564943.51151
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.4000000000000001,0.2,6184272158.615386
Universal (All Ages),0.9,0.0361,central,1.4000000000000001,0.2,3723088275.4190784
All Adults (18+),0.9,0.0361,central,1.4000000000000001,0.2,22236145.79389995
No Vaccination,0.9,0.0361,central,1.4000000000000001,0.2,17005564943.51151
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.4000000000000001,0.2,6184272158.615386
Universal (All Ages),0.95,0.0361,central,1.4000000000000001,0.2,2985172904.969499
All Adults (18+),0.95,0.0361,central,1.4000000000000001,0.2,22236145.79389995
No Vaccination,0.95,0.0361,central,1.4000000000000001,0.2,17005564943.51151
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.5000000000000002,0.2,6623495257.217642
Universal (All Ages),0.8,0.0361,central,1.5000000000000002,0.2,5586149231.090909
All Adults (18+),0.8,0.0361,central,1.5000000000000002,0.2,22679184.67775836
No Vaccination,0.8,0.0361,central,1.5000000000000002,0.2,18214554793.65093
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.5000000000000002,0.2,6623495257.217642
Universal (All Ages),0.9,0.0361,central,1.5000000000000002,0.2,4007598535.7709064
All Adults (18+),0.9,0.0361,central,1.5000000000000002,0.2,22679184.67775836
No Vaccination,0.9,0.0361,central,1.5000000000000002,0.2,18214554793.65093
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.5000000000000002,0.2,6623495257.217642
Universal (All Ages),0.95,0.0361,central,1.5000000000000002,0.2,3218323188.1109056
All Adults (18+),0.95,0.0361,central,1.5000000000000002,0.2,22679184.67775836
No Vaccination,0.95,0.0361,central,1.5000000000000002,0.2,18214554793.65093
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.6,0.2,7062718355.819897
Universal (All Ages),0.8,0.0361,central,1.6,0.2,5973379445.86358
All Adults (18+),0.8,0.0361,central,1.6,0.2,23122223.56161677
No Vaccination,0.8,0.0361,central,1.6,0.2,19423544643.790348
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.6,0.2,7062718355.819897
Universal (All Ages),0.9,0.0361,central,1.6,0.2,4292108796.122734
All Adults (18+),0.9,0.0361,central,1.6,0.2,23122223.56161677
No Vaccination,0.9,0.0361,central,1.6,0.2,19423544643.790348
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.6,0.2,7062718355.819897
Universal (All Ages),0.95,0.0361,central,1.6,0.2,3451473471.2523117
All Adults (18+),0.95,0.0361,central,1.6,0.2,23122223.56161677
No Vaccination,0.95,0.0361,central,1.6,0.2,19423544643.790348
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.7000000000000002,0.2,7501941454.422153
Universal (All Ages),0.8,0.0361,central,1.7000000000000002,0.2,6360609660.636252
All Adults (18+),0.8,0.0361,central,1.7000000000000002,0.2,23565262.44547518
No Vaccination,0.8,0.0361,central,1.7000000000000002,0.2,20632534493.92977
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.7000000000000002,0.2,7501941454.422153
Universal (All Ages),0.9,0.0361,central,1.7000000000000002,0.2,4576619056.474563
All Adults (18+),0.9,0.0361,central,1.7000000000000002,0.2,23565262.44547518
No Vaccination,0.9,0.0361,central,1.7000000000000002,0.2,20632534493.92977
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.7000000000000002,0.2,7501941454.422153
Universal (All Ages),0.95,0.0361,central,1.7000000000000002,0.2,3684623754.3937182
All Adults (18+),0.95,0.0361,central,1.7000000000000002,0.2,23565262.44547518
No Vaccination,0.95,0.0361,central,1.7000000000000002,0.2,20632534493.92977
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.8000000000000003,0.2,7941164553.02441
Universal (All Ages),0.8,0.0361,central,1.8000000000000003,0.2,6747839875.408924
All Adults (18+),0.8,0.0361,central,1.8000000000000003,0.2,24008301.32933359
No Vaccination,0.8,0.0361,central,1.8000000000000003,0.2,21841524344.06919
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.8000000000000003,0.2,7941164553.02441
Universal (All Ages),0.9,0.0361,central,1.8000000000000003,0.2,4861129316.82639
All Adults (18+),0.9,0.0361,central,1.8000000000000003,0.2,24008301.32933359
No Vaccination,0.9,0.0361,central,1.8000000000000003,0.2,21841524344.06919
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.8000000000000003,0.2,7941164553.02441
Universal (All Ages),0.95,0.0361,central,1.8000000000000003,0.2,3917774037.535125
All Adults (18+),0.95,0.0361,central,1.8000000000000003,0.2,24008301.32933359
No Vaccination,0.95,0.0361,central,1.8000000000000003,0.2,21841524344.06919
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.9000000000000001,0.2,8380387651.626666
Universal (All Ages),0.8,0.0361,central,1.9000000000000001,0.2,7135070090.181597
All Adults (18+),0.8,0.0361,central,1.9000000000000001,0.2,24451340.213192
No Vaccination,0.8,0.0361,central,1.9000000000000001,0.2,23050514194.208614
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.9000000000000001,0.2,8380387651.626666
Universal (All Ages),0.9,0.0361,central,1.9000000000000001,0.2,5145639577.178219
All Adults (18+),0.9,0.0361,central,1.9000000000000001,0.2,24451340.213192
No Vaccination,0.9,0.0361,central,1.9000000000000001,0.2,23050514194.208614
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.9000000000000001,0.2,8380387651.626666
Universal (All Ages),0.95,0.0361,central,1.9000000000000001,0.2,4150924320.676532
All Adults (18+),0.95,0.0361,central,1.9000000000000001,0.2,24451340.213192
No Vaccination,0.95,0.0361,central,1.9000000000000001,0.2,23050514194.208614
JCVI Spring 2025 (75+ only),0.8,0.0361,central,2,0.2,8819610750.228922
Universal (All Ages),0.8,0.0361,central,2,0.2,7522300304.9542675
All Adults (18+),0.8,0.0361,central,2,0.2,24894379.097050413
No Vaccination,0.8,0.0361,central,2,0.2,24259504044.348034
JCVI Spring 2025 (75+ only),0.9,0.0361,central,2,0.2,8819610750.228922
Universal (All Ages),0.9,0.0361,central,2,0.2,5430149837.530046
All Adults (18+),0.9,0.0361,central,2,0.2,24894379.097050413
No Vaccination,0.9,0.0361,central,2,0.2,24259504044.348034
JCVI Spring 2025 (75+ only),0.95,0.0361,central,2,0.2,8819610750.228922
Universal (All Ages),0.95,0.0361,central,2,0.2,4384074603.817938
All Adults (18+),0.95,0.0361,central,2,0.2,24894379.097050413
No Vaccination,0.95,0.0361,central,2,0.2,24259504044.348034
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.1,0.30000000000000004,474371876.7860561
Universal (All Ages),0.8,0.0361,central,0.1,0.30000000000000004,29154216.273502886
All Adults (18+),0.8,0.0361,central,0.1,0.30000000000000004,16476640.303740615
No Vaccination,0.8,0.0361,central,0.1,0.30000000000000004,1288696891.6990352
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.1,0.30000000000000004,474371876.7860561
Universal (All Ages),0.9,0.0361,central,0.1,0.30000000000000004,-128288618.1546886
All Adults (18+),0.9,0.0361,central,0.1,0.30000000000000004,16476640.303740615
No Vaccination,0.9,0.0361,central,0.1,0.30000000000000004,1288696891.6990352
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.1,0.30000000000000004,474371876.7860561
Universal (All Ages),0.95,0.0361,central,0.1,0.30000000000000004,-207010035.3687843
All Adults (18+),0.95,0.0361,central,0.1,0.30000000000000004,16476640.303740615
No Vaccination,0.95,0.0361,central,0.1,0.30000000000000004,1288696891.6990352
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.2,0.30000000000000004,913594975.3883121
Universal (All Ages),0.8,0.0361,central,0.2,0.30000000000000004,416384431.0461746
All Adults (18+),0.8,0.0361,central,0.2,0.30000000000000004,16919679.187599026
No Vaccination,0.8,0.0361,central,0.2,0.30000000000000004,2497686741.8384566
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.2,0.30000000000000004,913594975.3883121
Universal (All Ages),0.9,0.0361,central,0.2,0.30000000000000004,156221642.19713956
All Adults (18+),0.9,0.0361,central,0.2,0.30000000000000004,16919679.187599026
No Vaccination,0.9,0.0361,central,0.2,0.30000000000000004,2497686741.8384566
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.2,0.30000000000000004,913594975.3883121
Universal (All Ages),0.95,0.0361,central,0.2,0.30000000000000004,26140247.77262211
All Adults (18+),0.95,0.0361,central,0.2,0.30000000000000004,16919679.187599026
No Vaccination,0.95,0.0361,central,0.2,0.30000000000000004,2497686741.8384566
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.30000000000000004,0.30000000000000004,1352818073.9905684
Universal (All Ages),0.8,0.0361,central,0.30000000000000004,0.30000000000000004,803614645.8188467
All Adults (18+),0.8,0.0361,central,0.30000000000000004,0.30000000000000004,17362718.071457434
No Vaccination,0.8,0.0361,central,0.30000000000000004,0.30000000000000004,3706676591.977878
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.30000000000000004,0.30000000000000004,1352818073.9905684
Universal (All Ages),0.9,0.0361,central,0.30000000000000004,0.30000000000000004,440731902.5489678
All Adults (18+),0.9,0.0361,central,0.30000000000000004,0.30000000000000004,17362718.071457434
No Vaccination,0.9,0.0361,central,0.30000000000000004,0.30000000000000004,3706676591.977878
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.30000000000000004,0.30000000000000004,1352818073.9905684
Universal (All Ages),0.95,0.0361,central,0.30000000000000004,0.30000000000000004,259290530.91402847
All Adults (18+),0.95,0.0361,central,0.30000000000000004,0.30000000000000004,17362718.071457434
No Vaccination,0.95,0.0361,central,0.30000000000000004,0.30000000000000004,3706676591.977878
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.4,0.30000000000000004,1792041172.5928242
Universal (All Ages),0.8,0.0361,central,0.4,0.30000000000000004,1190844860.5915182
All Adults (18+),0.8,0.0361,central,0.4,0.30000000000000004,17805756.955315847
No Vaccination,0.8,0.0361,central,0.4,0.30000000000000004,4915666442.117298
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.4,0.30000000000000004,1792041172.5928242
Universal (All Ages),0.9,0.0361,central,0.4,0.30000000000000004,725242162.9007959
All Adults (18+),0.9,0.0361,central,0.4,0.30000000000000004,17805756.955315847
No Vaccination,0.9,0.0361,central,0.4,0.30000000000000004,4915666442.117298
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.4,0.30000000000000004,1792041172.5928242
Universal (All Ages),0.95,0.0361,central,0.4,0.30000000000000004,492440814.05543476
All Adults (18+),0.95,0.0361,central,0.4,0.30000000000000004,17805756.955315847
No Vaccination,0.95,0.0361,central,0.4,0.30000000000000004,4915666442.117298
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.5,0.30000000000000004,2231264271.1950808
Universal (All Ages),0.8,0.0361,central,0.5,0.30000000000000004,1578075075.36419
All Adults (18+),0.8,0.0361,central,0.5,0.30000000000000004,18248795.839174256
No Vaccination,0.8,0.0361,central,0.5,0.30000000000000004,6124656292.25672
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.5,0.30000000000000004,2231264271.1950808
Universal (All Ages),0.9,0.0361,central,0.5,0.30000000000000004,1009752423.252624
All Adults (18+),0.9,0.0361,central,0.5,0.30000000000000004,18248795.839174256
No Vaccination,0.9,0.0361,central,0.5,0.30000000000000004,6124656292.25672
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.5,0.30000000000000004,2231264271.1950808
Universal (All Ages),0.95,0.0361,central,0.5,0.30000000000000004,725591097.1968412
All Adults (18+),0.95,0.0361,central,0.5,0.30000000000000004,18248795.839174256
No Vaccination,0.95,0.0361,central,0.5,0.30000000000000004,6124656292.25672
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.6,0.30000000000000004,2670487369.7973366
Universal (All Ages),0.8,0.0361,central,0.6,0.30000000000000004,1965305290.1368623
All Adults (18+),0.8,0.0361,central,0.6,0.30000000000000004,18691834.72303267
No Vaccination,0.8,0.0361,central,0.6,0.30000000000000004,7333646142.39614
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.6,0.30000000000000004,2670487369.7973366
Universal (All Ages),0.9,0.0361,central,0.6,0.30000000000000004,1294262683.6044521
All Adults (18+),0.9,0.0361,central,0.6,0.30000000000000004,18691834.72303267
No Vaccination,0.9,0.0361,central,0.6,0.30000000000000004,7333646142.39614
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.6,0.30000000000000004,2670487369.7973366
Universal (All Ages),0.95,0.0361,central,0.6,0.30000000000000004,958741380.3382475
All Adults (18+),0.95,0.0361,central,0.6,0.30000000000000004,18691834.72303267
No Vaccination,0.95,0.0361,central,0.6,0.30000000000000004,7333646142.39614
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.7000000000000001,0.30000000000000004,3109710468.3995934
Universal (All Ages),0.8,0.0361,central,0.7000000000000001,0.30000000000000004,2352535504.9095345
All Adults (18+),0.8,0.0361,central,0.7000000000000001,0.30000000000000004,19134873.606891077
No Vaccination,0.8,0.0361,central,0.7000000000000001,0.30000000000000004,8542635992.5355625
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.7000000000000001,0.30000000000000004,3109710468.3995934
Universal (All Ages),0.9,0.0361,central,0.7000000000000001,0.30000000000000004,1578772943.9562807
All Adults (18+),0.9,0.0361,central,0.7000000000000001,0.30000000000000004,19134873.606891077
No Vaccination,0.9,0.0361,central,0.7000000000000001,0.30000000000000004,8542635992.5355625
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.7000000000000001,0.30000000000000004,3109710468.3995934
Universal (All Ages),0.95,0.0361,central,0.7000000000000001,0.30000000000000004,1191891663.479654
All Adults (18+),0.95,0.0361,central,0.7000000000000001,0.30000000000000004,19134873.606891077
No Vaccination,0.95,0.0361,central,0.7000000000000001,0.30000000000000004,8542635992.5355625
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.8,0.30000000000000004,3548933567.0018487
Universal (All Ages),0.8,0.0361,central,0.8,0.30000000000000004,2739765719.6822057
All Adults (18+),0.8,0.0361,central,0.8,0.30000000000000004,19577912.490749486
No Vaccination,0.8,0.0361,central,0.8,0.30000000000000004,9751625842.674982
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.8,0.30000000000000004,3548933567.0018487
Universal (All Ages),0.9,0.0361,central,0.8,0.30000000000000004,1863283204.3081088
All Adults (18+),0.9,0.0361,central,0.8,0.30000000000000004,19577912.490749486
No Vaccination,0.9,0.0361,central,0.8,0.30000000000000004,9751625842.674982
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.8,0.30000000000000004,3548933567.0018487
Universal (All Ages),0.95,0.0361,central,0.8,0.30000000000000004,1425041946.6210604
All Adults (18+),0.95,0.0361,central,0.8,0.30000000000000004,19577912.490749486
No Vaccination,0.95,0.0361,central,0.8,0.30000000000000004,9751625842.674982
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.9,0.30000000000000004,3988156665.6041055
Universal (All Ages),0.8,0.0361,central,0.9,0.30000000000000004,3126995934.454878
All Adults (18+),0.8,0.0361,central,0.9,0.30000000000000004,20020951.3746079
No Vaccination,0.8,0.0361,central,0.9,0.30000000000000004,10960615692.814404
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.9,0.30000000000000004,3988156665.6041055
Universal (All Ages),0.9,0.0361,central,0.9,0.30000000000000004,2147793464.659937
All Adults (18+),0.9,0.0361,central,0.9,0.30000000000000004,20020951.3746079
No Vaccination,0.9,0.0361,central,0.9,0.30000000000000004,10960615692.814404
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.9,0.30000000000000004,3988156665.6041055
Universal (All Ages),0.95,0.0361,central,0.9,0.30000000000000004,1658192229.762467
All Adults (18+),0.95,0.0361,central,0.9,0.30000000000000004,20020951.3746079
No Vaccination,0.95,0.0361,central,0.9,0.30000000000000004,10960615692.814404
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1,0.30000000000000004,4427379764.206361
Universal (All Ages),0.8,0.0361,central,1,0.30000000000000004,3514226149.2275496
All Adults (18+),0.8,0.0361,central,1,0.30000000000000004,20463990.258466307
No Vaccination,0.8,0.0361,central,1,0.30000000000000004,12169605542.953825
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1,0.30000000000000004,4427379764.206361
Universal (All Ages),0.9,0.0361,central,1,0.30000000000000004,2432303725.011765
All Adults (18+),0.9,0.0361,central,1,0.30000000000000004,20463990.258466307
No Vaccination,0.9,0.0361,central,1,0.30000000000000004,12169605542.953825
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1,0.30000000000000004,4427379764.206361
Universal (All Ages),0.95,0.0361,central,1,0.30000000000000004,1891342512.9038734
All Adults (18+),0.95,0.0361,central,1,0.30000000000000004,20463990.258466307
