policy_name,vaccine_uptake,infection_rate,vaccine_efficacy,vsly_factor,cost_factor,nmb
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.2,1.8000000000000003,913594975.3883121
Universal (All Ages),0.8,0.0361,central,0.2,1.8000000000000003,-1620195688.953826
All Adults (18+),0.8,0.0361,central,0.2,1.8000000000000003,16919679.187599026
No Vaccination,0.8,0.0361,central,0.2,1.8000000000000003,2497686741.8384566
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.2,1.8000000000000003,913594975.3883121
Universal (All Ages),0.9,0.0361,central,0.2,1.8000000000000003,-2134930992.8028607
All Adults (18+),0.9,0.0361,central,0.2,1.8000000000000003,16919679.187599026
No Vaccination,0.9,0.0361,central,0.2,1.8000000000000003,2497686741.8384566
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.2,1.8000000000000003,913594975.3883121
Universal (All Ages),0.95,0.0361,central,0.2,1.8000000000000003,-2392298644.7273784
All Adults (18+),0.95,0.0361,central,0.2,1.8000000000000003,16919679.187599026
No Vaccination,0.95,0.0361,central,0.2,1.8000000000000003,2497686741.8384566
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.30000000000000004,1.8000000000000003,1352818073.9905684
Universal (All Ages),0.8,0.0361,central,0.30000000000000004,1.8000000000000003,-1232965474.1811538
All Adults (18+),0.8,0.0361,central,0.30000000000000004,1.8000000000000003,17362718.071457434
No Vaccination,0.8,0.0361,central,0.30000000000000004,1.8000000000000003,3706676591.977878
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.30000000000000004,1.8000000000000003,1352818073.9905684
Universal (All Ages),0.9,0.0361,central,0.30000000000000004,1.8000000000000003,-1850420732.4510326
All Adults (18+),0.9,0.0361,central,0.30000000000000004,1.8000000000000003,17362718.071457434
No Vaccination,0.9,0.0361,central,0.30000000000000004,1.8000000000000003,3706676591.977878
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.30000000000000004,1.8000000000000003,1352818073.9905684
Universal (All Ages),0.95,0.0361,central,0.30000000000000004,1.8000000000000003,-2159148361.585972
All Adults (18+),0.95,0.0361,central,0.30000000000000004,1.8000000000000003,17362718.071457434
No Vaccination,0.95,0.0361,central,0.30000000000000004,1.8000000000000003,3706676591.977878
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.4,1.8000000000000003,1792041172.5928242
Universal (All Ages),0.8,0.0361,central,0.4,1.8000000000000003,-845735259.4084823
All Adults (18+),0.8,0.0361,central,0.4,1.8000000000000003,17805756.955315847
No Vaccination,0.8,0.0361,central,0.4,1.8000000000000003,4915666442.117298
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.4,1.8000000000000003,1792041172.5928242
Universal (All Ages),0.9,0.0361,central,0.4,1.8000000000000003,-1565910472.0992045
All Adults (18+),0.9,0.0361,central,0.4,1.8000000000000003,17805756.955315847
No Vaccination,0.9,0.0361,central,0.4,1.8000000000000003,4915666442.117298
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.4,1.8000000000000003,1792041172.5928242
Universal (All Ages),0.95,0.0361,central,0.4,1.8000000000000003,-1925998078.4445658
All Adults (18+),0.95,0.0361,central,0.4,1.8000000000000003,17805756.955315847
No Vaccination,0.95,0.0361,central,0.4,1.8000000000000003,4915666442.117298
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.5,1.8000000000000003,2231264271.1950808
Universal (All Ages),0.8,0.0361,central,0.5,1.8000000000000003,-458505044.6358104
All Adults (18+),0.8,0.0361,central,0.5,1.8000000000000003,18248795.839174256
No Vaccination,0.8,0.0361,central,0.5,1.8000000000000003,6124656292.25672
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.5,1.8000000000000003,2231264271.1950808
Universal (All Ages),0.9,0.0361,central,0.5,1.8000000000000003,-1281400211.7473764
All Adults (18+),0.9,0.0361,central,0.5,1.8000000000000003,18248795.839174256
No Vaccination,0.9,0.0361,central,0.5,1.8000000000000003,6124656292.25672
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.5,1.8000000000000003,2231264271.1950808
Universal (All Ages),0.95,0.0361,central,0.5,1.8000000000000003,-1692847795.3031592
All Adults (18+),0.95,0.0361,central,0.5,1.8000000000000003,18248795.839174256
No Vaccination,0.95,0.0361,central,0.5,1.8000000000000003,6124656292.25672
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.6,1.8000000000000003,2670487369.7973366
Universal (All Ages),0.8,0.0361,central,0.6,1.8000000000000003,-71274829.8631382
All Adults (18+),0.8,0.0361,central,0.6,1.8000000000000003,18691834.72303267
No Vaccination,0.8,0.0361,central,0.6,1.8000000000000003,7333646142.39614
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.6,1.8000000000000003,2670487369.7973366
Universal (All Ages),0.9,0.0361,central,0.6,1.8000000000000003,-996889951.3955483
All Adults (18+),0.9,0.0361,central,0.6,1.8000000000000003,18691834.72303267
No Vaccination,0.9,0.0361,central,0.6,1.8000000000000003,7333646142.39614
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.6,1.8000000000000003,2670487369.7973366
Universal (All Ages),0.95,0.0361,central,0.6,1.8000000000000003,-1459697512.161753
All Adults (18+),0.95,0.0361,central,0.6,1.8000000000000003,18691834.72303267
No Vaccination,0.95,0.0361,central,0.6,1.8000000000000003,7333646142.39614
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.7000000000000001,1.8000000000000003,3109710468.3995934
Universal (All Ages),0.8,0.0361,central,0.7000000000000001,1.8000000000000003,315955384.909534
All Adults (18+),0.8,0.0361,central,0.7000000000000001,1.8000000000000003,19134873.606891077
No Vaccination,0.8,0.0361,central,0.7000000000000001,1.8000000000000003,8542635992.5355625
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.7000000000000001,1.8000000000000003,3109710468.3995934
Universal (All Ages),0.9,0.0361,central,0.7000000000000001,1.8000000000000003,-712379691.0437198
All Adults (18+),0.9,0.0361,central,0.7000000000000001,1.8000000000000003,19134873.606891077
No Vaccination,0.9,0.0361,central,0.7000000000000001,1.8000000000000003,8542635992.5355625
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.7000000000000001,1.8000000000000003,3109710468.3995934
Universal (All Ages),0.95,0.0361,central,0.7000000000000001,1.8000000000000003,-1226547229.0203464
All Adults (18+),0.95,0.0361,central,0.7000000000000001,1.8000000000000003,19134873.606891077
No Vaccination,0.95,0.0361,central,0.7000000000000001,1.8000000000000003,8542635992.5355625
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.8,1.8000000000000003,3548933567.0018487
Universal (All Ages),0.8,0.0361,central,0.8,1.8000000000000003,703185599.6822052
All Adults (18+),0.8,0.0361,central,0.8,1.8000000000000003,19577912.490749486
No Vaccination,0.8,0.0361,central,0.8,1.8000000000000003,9751625842.674982
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.8,1.8000000000000003,3548933567.0018487
Universal (All Ages),0.9,0.0361,central,0.8,1.8000000000000003,-427869430.6918917
All Adults (18+),0.9,0.0361,central,0.8,1.8000000000000003,19577912.490749486
No Vaccination,0.9,0.0361,central,0.8,1.8000000000000003,9751625842.674982
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.8,1.8000000000000003,3548933567.0018487
Universal (All Ages),0.95,0.0361,central,0.8,1.8000000000000003,-993396945.8789401
All Adults (18+),0.95,0.0361,central,0.8,1.8000000000000003,19577912.490749486
No Vaccination,0.95,0.0361,central,0.8,1.8000000000000003,9751625842.674982
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.9,1.8000000000000003,3988156665.6041055
Universal (All Ages),0.8,0.0361,central,0.9,1.8000000000000003,1090415814.4548774
All Adults (18+),0.8,0.0361,central,0.9,1.8000000000000003,20020951.3746079
No Vaccination,0.8,0.0361,central,0.9,1.8000000000000003,10960615692.814404
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.9,1.8000000000000003,3988156665.6041055
Universal (All Ages),0.9,0.0361,central,0.9,1.8000000000000003,-143359170.34006357
All Adults (18+),0.9,0.0361,central,0.9,1.8000000000000003,20020951.3746079
No Vaccination,0.9,0.0361,central,0.9,1.8000000000000003,10960615692.814404
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.9,1.8000000000000003,3988156665.6041055
Universal (All Ages),0.95,0.0361,central,0.9,1.8000000000000003,-760246662.7375336
All Adults (18+),0.95,0.0361,central,0.9,1.8000000000000003,20020951.3746079
No Vaccination,0.95,0.0361,central,0.9,1.8000000000000003,10960615692.814404
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1,1.8000000000000003,4427379764.206361
Universal (All Ages),0.8,0.0361,central,1,1.8000000000000003,1477646029.227549
All Adults (18+),0.8,0.0361,central,1,1.8000000000000003,20463990.258466307
No Vaccination,0.8,0.0361,central,1,1.8000000000000003,12169605542.953825
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1,1.8000000000000003,4427379764.206361
Universal (All Ages),0.9,0.0361,central,1,1.8000000000000003,141151090.01176453
All Adults (18+),0.9,0.0361,central,1,1.8000000000000003,20463990.258466307
No Vaccination,0.9,0.0361,central,1,1.8000000000000003,12169605542.953825
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1,1.8000000000000003,4427379764.206361
Universal (All Ages),0.95,0.0361,central,1,1.8000000000000003,-527096379.59612703
All Adults (18+),0.95,0.0361,central,1,1.8000000000000003,20463990.258466307
No Vaccination,0.95,0.0361,central,1,1.8000000000000003,12169605542.953825
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.1,1.8000000000000003,4866602862.808617
Universal (All Ages),0.8,0.0361,central,1.1,1.8000000000000003,1864876244.0002208
All Adults (18+),0.8,0.0361,central,1.1,1.8000000000000003,20907029.142324716
No Vaccination,0.8,0.0361,central,1.1,1.8000000000000003,13378595393.093246
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.1,1.8000000000000003,4866602862.808617
Universal (All Ages),0.9,0.0361,central,1.1,1.8000000000000003,425661350.3635931
All Adults (18+),0.9,0.0361,central,1.1,1.8000000000000003,20907029.142324716
No Vaccination,0.9,0.0361,central,1.1,1.8000000000000003,13378595393.093246
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.1,1.8000000000000003,4866602862.808617
Universal (All Ages),0.95,0.0361,central,1.1,1.8000000000000003,-293946096.4547205
All Adults (18+),0.95,0.0361,central,1.1,1.8000000000000003,20907029.142324716
No Vaccination,0.95,0.0361,central,1.1,1.8000000000000003,13378595393.093246
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.2000000000000002,1.8000000000000003,5305825961.410873
Universal (All Ages),0.8,0.0361,central,1.2000000000000002,1.8000000000000003,2252106458.7728934
All Adults (18+),0.8,0.0361,central,1.2000000000000002,1.8000000000000003,21350068.02618313
No Vaccination,0.8,0.0361,central,1.2000000000000002,1.8000000000000003,14587585243.232668
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.2000000000000002,1.8000000000000003,5305825961.410873
Universal (All Ages),0.9,0.0361,central,1.2000000000000002,1.8000000000000003,710171610.7154212
All Adults (18+),0.9,0.0361,central,1.2000000000000002,1.8000000000000003,21350068.02618313
No Vaccination,0.9,0.0361,central,1.2000000000000002,1.8000000000000003,14587585243.232668
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.2000000000000002,1.8000000000000003,5305825961.410873
Universal (All Ages),0.95,0.0361,central,1.2000000000000002,1.8000000000000003,-60795813.31331396
All Adults (18+),0.95,0.0361,central,1.2000000000000002,1.8000000000000003,21350068.02618313
No Vaccination,0.95,0.0361,central,1.2000000000000002,1.8000000000000003,14587585243.232668
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.3000000000000003,1.8000000000000003,5745049060.01313
Universal (All Ages),0.8,0.0361,central,1.3000000000000003,1.8000000000000003,2639336673.545565
All Adults (18+),0.8,0.0361,central,1.3000000000000003,1.8000000000000003,21793106.91004154
No Vaccination,0.8,0.0361,central,1.3000000000000003,1.8000000000000003,15796575093.37209
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.3000000000000003,1.8000000000000003,5745049060.01313
Universal (All Ages),0.9,0.0361,central,1.3000000000000003,1.8000000000000003,994681871.0672498
All Adults (18+),0.9,0.0361,central,1.3000000000000003,1.8000000000000003,21793106.91004154
No Vaccination,0.9,0.0361,central,1.3000000000000003,1.8000000000000003,15796575093.37209
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.3000000000000003,1.8000000000000003,5745049060.01313
Universal (All Ages),0.95,0.0361,central,1.3000000000000003,1.8000000000000003,172354469.82809258
All Adults (18+),0.95,0.0361,central,1.3000000000000003,1.8000000000000003,21793106.91004154
No Vaccination,0.95,0.0361,central,1.3000000000000003,1.8000000000000003,15796575093.37209
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.4000000000000001,1.8000000000000003,6184272158.615386
Universal (All Ages),0.8,0.0361,central,1.4000000000000001,1.8000000000000003,3026566888.318237
All Adults (18+),0.8,0.0361,central,1.4000000000000001,1.8000000000000003,22236145.79389995
No Vaccination,0.8,0.0361,central,1.4000000000000001,1.8000000000000003,17005564943.51151
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.4000000000000001,1.8000000000000003,6184272158.615386
Universal (All Ages),0.9,0.0361,central,1.4000000000000001,1.8000000000000003,1279192131.4190779
All Adults (18+),0.9,0.0361,central,1.4000000000000001,1.8000000000000003,22236145.79389995
No Vaccination,0.9,0.0361,central,1.4000000000000001,1.8000000000000003,17005564943.51151
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.4000000000000001,1.8000000000000003,6184272158.615386
Universal (All Ages),0.95,0.0361,central,1.4000000000000001,1.8000000000000003,405504752.96949863
All Adults (18+),0.95,0.0361,central,1.4000000000000001,1.8000000000000003,22236145.79389995
No Vaccination,0.95,0.0361,central,1.4000000000000001,1.8000000000000003,17005564943.51151
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.5000000000000002,1.8000000000000003,6623495257.217642
Universal (All Ages),0.8,0.0361,central,1.5000000000000002,1.8000000000000003,3413797103.0909085
All Adults (18+),0.8,0.0361,central,1.5000000000000002,1.8000000000000003,22679184.67775836
No Vaccination,0.8,0.0361,central,1.5000000000000002,1.8000000000000003,18214554793.65093
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.5000000000000002,1.8000000000000003,6623495257.217642
Universal (All Ages),0.9,0.0361,central,1.5000000000000002,1.8000000000000003,1563702391.770906
All Adults (18+),0.9,0.0361,central,1.5000000000000002,1.8000000000000003,22679184.67775836
No Vaccination,0.9,0.0361,central,1.5000000000000002,1.8000000000000003,18214554793.65093
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.5000000000000002,1.8000000000000003,6623495257.217642
Universal (All Ages),0.95,0.0361,central,1.5000000000000002,1.8000000000000003,638655036.1109052
All Adults (18+),0.95,0.0361,central,1.5000000000000002,1.8000000000000003,22679184.67775836
No Vaccination,0.95,0.0361,central,1.5000000000000002,1.8000000000000003,18214554793.65093
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.6,1.8000000000000003,7062718355.819897
Universal (All Ages),0.8,0.0361,central,1.6,1.8000000000000003,3801027317.8635793
All Adults (18+),0.8,0.0361,central,1.6,1.8000000000000003,23122223.56161677
No Vaccination,0.8,0.0361,central,1.6,1.8000000000000003,19423544643.790348
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.6,1.8000000000000003,7062718355.819897
Universal (All Ages),0.9,0.0361,central,1.6,1.8000000000000003,1848212652.1227336
All Adults (18+),0.9,0.0361,central,1.6,1.8000000000000003,23122223.56161677
No Vaccination,0.9,0.0361,central,1.6,1.8000000000000003,19423544643.790348
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.6,1.8000000000000003,7062718355.819897
Universal (All Ages),0.95,0.0361,central,1.6,1.8000000000000003,871805319.2523112
All Adults (18+),0.95,0.0361,central,1.6,1.8000000000000003,23122223.56161677
No Vaccination,0.95,0.0361,central,1.6,1.8000000000000003,19423544643.790348
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.7000000000000002,1.8000000000000003,7501941454.422153
Universal (All Ages),0.8,0.0361,central,1.7000000000000002,1.8000000000000003,4188257532.636252
All Adults (18+),0.8,0.0361,central,1.7000000000000002,1.8000000000000003,23565262.44547518
No Vaccination,0.8,0.0361,central,1.7000000000000002,1.8000000000000003,20632534493.92977
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.7000000000000002,1.8000000000000003,7501941454.422153
Universal (All Ages),0.9,0.0361,central,1.7000000000000002,1.8000000000000003,2132722912.4745622
All Adults (18+),0.9,0.0361,central,1.7000000000000002,1.8000000000000003,23565262.44547518
No Vaccination,0.9,0.0361,central,1.7000000000000002,1.8000000000000003,20632534493.92977
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.7000000000000002,1.8000000000000003,7501941454.422153
Universal (All Ages),0.95,0.0361,central,1.7000000000000002,1.8000000000000003,1104955602.3937178
All Adults (18+),0.95,0.0361,central,1.7000000000000002,1.8000000000000003,23565262.44547518
No Vaccination,0.95,0.0361,central,1.7000000000000002,1.8000000000000003,20632534493.92977
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.8000000000000003,1.8000000000000003,7941164553.02441
Universal (All Ages),0.8,0.0361,central,1.8000000000000003,1.8000000000000003,4575487747.408924
All Adults (18+),0.8,0.0361,central,1.8000000000000003,1.8000000000000003,24008301.32933359
No Vaccination,0.8,0.0361,central,1.8000000000000003,1.8000000000000003,21841524344.06919
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.8000000000000003,1.8000000000000003,7941164553.02441
Universal (All Ages),0.9,0.0361,central,1.8000000000000003,1.8000000000000003,2417233172.82639
All Adults (18+),0.9,0.0361,central,1.8000000000000003,1.8000000000000003,24008301.32933359
No Vaccination,0.9,0.0361,central,1.8000000000000003,1.8000000000000003,21841524344.06919
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.8000000000000003,1.8000000000000003,7941164553.02441
Universal (All Ages),0.95,0.0361,central,1.8000000000000003,1.8000000000000003,1338105885.5351243
All Adults (18+),0.95,0.0361,central,1.8000000000000003,1.8000000000000003,24008301.32933359
No Vaccination,0.95,0.0361,central,1.8000000000000003,1.8000000000000003,21841524344.06919
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.9000000000000001,1.8000000000000003,8380387651.626666
Universal (All Ages),0.8,0.0361,central,1.9000000000000001,1.8000000000000003,4962717962.181597
All Adults (18+),0.8,0.0361,central,1.9000000000000001,1.8000000000000003,24451340.213192
No Vaccination,0.8,0.0361,central,1.9000000000000001,1.8000000000000003,23050514194.208614
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.9000000000000001,1.8000000000000003,8380387651.626666
Universal (All Ages),0.9,0.0361,central,1.9000000000000001,1.8000000000000003,2701743433.1782184
All Adults (18+),0.9,0.0361,central,1.9000000000000001,1.8000000000000003,24451340.213192
No Vaccination,0.9,0.0361,central,1.9000000000000001,1.8000000000000003,23050514194.208614
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.9000000000000001,1.8000000000000003,8380387651.626666
Universal (All Ages),0.95,0.0361,central,1.9000000000000001,1.8000000000000003,1571256168.6765313
All Adults (18+),0.95,0.0361,central,1.9000000000000001,1.8000000000000003,24451340.213192
No Vaccination,0.95,0.0361,central,1.9000000000000001,1.8000000000000003,23050514194.208614
JCVI Spring 2025 (75+ only),0.8,0.0361,central,2,1.8000000000000003,8819610750.228922
Universal (All Ages),0.8,0.0361,central,2,1.8000000000000003,5349948176.9542675
All Adults (18+),0.8,0.0361,central,2,1.8000000000000003,24894379.097050413
No Vaccination,0.8,0.0361,central,2,1.8000000000000003,24259504044.348034
JCVI Spring 2025 (75+ only),0.9,0.0361,central,2,1.8000000000000003,8819610750.228922
Universal (All Ages),0.9,0.0361,central,2,1.8000000000000003,2986253693.530046
All Adults (18+),0.9,0.0361,central,2,1.8000000000000003,24894379.097050413
No Vaccination,0.9,0.0361,central,2,1.8000000000000003,24259504044.348034
JCVI Spring 2025 (75+ only),0.95,0.0361,central,2,1.8000000000000003,8819610750.228922
Universal (All Ages),0.95,0.0361,central,2,1.8000000000000003,1804406451.8179374
All Adults (18+),0.95,0.0361,central,2,1.8000000000000003,24894379.097050413
No Vaccination,0.95,0.0361,central,2,1.8000000000000003,24259504044.348034
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.1,1.9000000000000001,474371876.7860561
Universal (All Ages),0.8,0.0361,central,0.1,1.9000000000000001,-2143197911.7264972
All Adults (18+),0.8,0.0361,central,0.1,1.9000000000000001,16476640.303740615
No Vaccination,0.8,0.0361,central,0.1,1.9000000000000001,1288696891.6990352
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.1,1.9000000000000001,474371876.7860561
Universal (All Ages),0.9,0.0361,central,0.1,1.9000000000000001,-2572184762.1546884
All Adults (18+),0.9,0.0361,central,0.1,1.9000000000000001,16476640.303740615
No Vaccination,0.9,0.0361,central,0.1,1.9000000000000001,1288696891.6990352
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.1,1.9000000000000001,474371876.7860561
Universal (All Ages),0.95,0.0361,central,0.1,1.9000000000000001,-2786678187.3687844
All Adults (18+),0.95,0.0361,central,0.1,1.9000000000000001,16476640.303740615
No Vaccination,0.95,0.0361,central,0.1,1.9000000000000001,1288696891.6990352
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.2,1.9000000000000001,913594975.3883121
Universal (All Ages),0.8,0.0361,central,0.2,1.9000000000000001,-1755967696.9538255
All Adults (18+),0.8,0.0361,central,0.2,1.9000000000000001,16919679.187599026
No Vaccination,0.8,0.0361,central,0.2,1.9000000000000001,2497686741.8384566
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.2,1.9000000000000001,913594975.3883121
Universal (All Ages),0.9,0.0361,central,0.2,1.9000000000000001,-2287674501.8028603
All Adults (18+),0.9,0.0361,central,0.2,1.9000000000000001,16919679.187599026
No Vaccination,0.9,0.0361,central,0.2,1.9000000000000001,2497686741.8384566
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.2,1.9000000000000001,913594975.3883121
Universal (All Ages),0.95,0.0361,central,0.2,1.9000000000000001,-2553527904.227378
All Adults (18+),0.95,0.0361,central,0.2,1.9000000000000001,16919679.187599026
No Vaccination,0.95,0.0361,central,0.2,1.9000000000000001,2497686741.8384566
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.30000000000000004,1.9000000000000001,1352818073.9905684
Universal (All Ages),0.8,0.0361,central,0.30000000000000004,1.9000000000000001,-1368737482.1811533
All Adults (18+),0.8,0.0361,central,0.30000000000000004,1.9000000000000001,17362718.071457434
No Vaccination,0.8,0.0361,central,0.30000000000000004,1.9000000000000001,3706676591.977878
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.30000000000000004,1.9000000000000001,1352818073.9905684
Universal (All Ages),0.9,0.0361,central,0.30000000000000004,1.9000000000000001,-2003164241.4510322
All Adults (18+),0.9,0.0361,central,0.30000000000000004,1.9000000000000001,17362718.071457434
No Vaccination,0.9,0.0361,central,0.30000000000000004,1.9000000000000001,3706676591.977878
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.30000000000000004,1.9000000000000001,1352818073.9905684
Universal (All Ages),0.95,0.0361,central,0.30000000000000004,1.9000000000000001,-2320377621.0859714
All Adults (18+),0.95,0.0361,central,0.30000000000000004,1.9000000000000001,17362718.071457434
No Vaccination,0.95,0.0361,central,0.30000000000000004,1.9000000000000001,3706676591.977878
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.4,1.9000000000000001,1792041172.5928242
Universal (All Ages),0.8,0.0361,central,0.4,1.9000000000000001,-981507267.4084818
All Adults (18+),0.8,0.0361,central,0.4,1.9000000000000001,17805756.955315847
No Vaccination,0.8,0.0361,central,0.4,1.9000000000000001,4915666442.117298
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.4,1.9000000000000001,1792041172.5928242
Universal (All Ages),0.9,0.0361,central,0.4,1.9000000000000001,-1718653981.099204
All Adults (18+),0.9,0.0361,central,0.4,1.9000000000000001,17805756.955315847
No Vaccination,0.9,0.0361,central,0.4,1.9000000000000001,4915666442.117298
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.4,1.9000000000000001,1792041172.5928242
Universal (All Ages),0.95,0.0361,central,0.4,1.9000000000000001,-2087227337.9445653
All Adults (18+),0.95,0.0361,central,0.4,1.9000000000000001,17805756.955315847
No Vaccination,0.95,0.0361,central,0.4,1.9000000000000001,4915666442.117298
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.5,1.9000000000000001,2231264271.1950808
Universal (All Ages),0.8,0.0361,central,0.5,1.9000000000000001,-594277052.6358099
All Adults (18+),0.8,0.0361,central,0.5,1.9000000000000001,18248795.839174256
No Vaccination,0.8,0.0361,central,0.5,1.9000000000000001,6124656292.25672
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.5,1.9000000000000001,2231264271.1950808
Universal (All Ages),0.9,0.0361,central,0.5,1.9000000000000001,-1434143720.747376
All Adults (18+),0.9,0.0361,central,0.5,1.9000000000000001,18248795.839174256
No Vaccination,0.9,0.0361,central,0.5,1.9000000000000001,6124656292.25672
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.5,1.9000000000000001,2231264271.1950808
Universal (All Ages),0.95,0.0361,central,0.5,1.9000000000000001,-1854077054.8031588
All Adults (18+),0.95,0.0361,central,0.5,1.9000000000000001,18248795.839174256
No Vaccination,0.95,0.0361,central,0.5,1.9000000000000001,6124656292.25672
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.6,1.9000000000000001,2670487369.7973366
Universal (All Ages),0.8,0.0361,central,0.6,1.9000000000000001,-207046837.86313772
All Adults (18+),0.8,0.0361,central,0.6,1.9000000000000001,18691834.72303267
No Vaccination,0.8,0.0361,central,0.6,1.9000000000000001,7333646142.39614
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.6,1.9000000000000001,2670487369.7973366
Universal (All Ages),0.9,0.0361,central,0.6,1.9000000000000001,-1149633460.3955479
All Adults (18+),0.9,0.0361,central,0.6,1.9000000000000001,18691834.72303267
No Vaccination,0.9,0.0361,central,0.6,1.9000000000000001,7333646142.39614
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.6,1.9000000000000001,2670487369.7973366
Universal (All Ages),0.95,0.0361,central,0.6,1.9000000000000001,-1620926771.6617525
All Adults (18+),0.95,0.0361,central,0.6,1.9000000000000001,18691834.72303267
No Vaccination,0.95,0.0361,central,0.6,1.9000000000000001,7333646142.39614
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.7000000000000001,1.9000000000000001,3109710468.3995934
Universal (All Ages),0.8,0.0361,central,0.7000000000000001,1.9000000000000001,180183376.90953445
All Adults (18+),0.8,0.0361,central,0.7000000000000001,1.9000000000000001,19134873.606891077
No Vaccination,0.8,0.0361,central,0.7000000000000001,1.9000000000000001,8542635992.5355625
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.7000000000000001,1.9000000000000001,3109710468.3995934
Universal (All Ages),0.9,0.0361,central,0.7000000000000001,1.9000000000000001,-865123200.0437193
All Adults (18+),0.9,0.0361,central,0.7000000000000001,1.9000000000000001,19134873.606891077
No Vaccination,0.9,0.0361,central,0.7000000000000001,1.9000000000000001,8542635992.5355625
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.7000000000000001,1.9000000000000001,3109710468.3995934
Universal (All Ages),0.95,0.0361,central,0.7000000000000001,1.9000000000000001,-1387776488.520346
All Adults (18+),0.95,0.0361,central,0.7000000000000001,1.9000000000000001,19134873.606891077
No Vaccination,0.95,0.0361,central,0.7000000000000001,1.9000000000000001,8542635992.5355625
